Fighter Name,Birth Date,Height,Weight,Wins,Losses,Win KO,Win TKO Rate,Win Submission,Win Submission Rate,Win Decisions,Win Decisions Rate,Lose KO,Lose TKO Rate,Lose Submission,Lose Submission Rate,Lose Decisions,Lose Decisions Rate,Final Result,Opponent Name,Event Time,Win By,Round,Win Time
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,loss,Michael Page,Feb / 01 / 2025,Decision (Unanimous),3,5:00
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Armen Petrosyan,Oct / 26 / 2024,KO (Spinning Backfists),2,4:52
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Michal Oleksiejczuk,Aug / 03 / 2024,Decision (Unanimous),3,5:00
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Antonio Trocoli,Jun / 22 / 2024,TKO (Knee and Punches),3,2:27
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Bruno Silva,Oct / 21 / 2023,Decision (Unanimous),3,5:00
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Kushal Vyas,Dec / 11 / 2022,KO (Knee and Punches),1,0:08
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Mikhail Ragozin,Dec / 03 / 2022,Decision (Unanimous),3,5:00
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Sergey Martynov,Aug / 13 / 2022,TKO (Knees),3,2:34
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Rodrigo Carlos,Feb / 26 / 2022,TKO (Punches),1,4:33
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Joel dos Santos,Nov / 27 / 2021,KO (Hook Kick),2,0:13
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Mikhail Allakhverdian,Oct / 16 / 2021,KO (Elbow),1,4:41
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Yakub Kediev,Jul / 15 / 2021,TKO (Knees),1,2:35
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Wulan Muhemaitihali,Mar / 11 / 2018,KO (Knee to the Body),1,0:56
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Yeshan Yersen,Feb / 19 / 2018,TKO (Punches),1,N/A
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Jiayidaer Aili,Jan / 21 / 2018,TKO (Leg Kick),2,2:22
Sharabutdin Magomedov,16-May-94,6'2",186 lbs,15,1,12,80%,0,0%,3,20%,0,0%,0,0%,1,100%,win,Yincang Bao,Dec / 10 / 2017,TKO (Punches),1,0:43
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Sharabutdin Magomedov,Feb / 01 / 2025,Decision (Unanimous),3,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,loss,Ian Garry,Jun / 29 / 2024,Decision (Unanimous),3,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Kevin Holland,Mar / 09 / 2024,Decision (Unanimous),3,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Goiti Yamauchi,Mar / 10 / 2023,TKO (Leg Kick),1,0:26
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,loss,Logan Storley,May / 13 / 2022,Decision (Split),5,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Douglas Lima,Oct / 01 / 2021,Decision (Split),3,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Derek Anderson,May / 07 / 2021,TKO (Doctor Stoppage),1,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Ross Houston,Oct / 10 / 2020,Decision (Unanimous),3,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Shinsho Anzai,Dec / 29 / 2019,KO (Punch),2,0:23
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Giovanni Melillo,Nov / 23 / 2019,KO (Punch),1,1:47
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Richard Kiely,Sep / 27 / 2019,KO (Flying Knee),1,2:42
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,loss,Douglas Lima,May / 11 / 2019,KO (Punches),2,0:35
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Paul Daley,Feb / 16 / 2019,Decision (Unanimous),5,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,David Rickels,May / 25 / 2018,TKO (Retirement),2,0:43
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Fernando Gonzalez,Nov / 19 / 2016,Decision (Split),3,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Evangelista Santos,Jul / 16 / 2016,KO (Flying Knee),2,4:31
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Jeremie Holloway,Apr / 22 / 2016,Submission (Achilles Lock),1,2:15
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Charlie Ontiveros,Oct / 23 / 2015,TKO (Elbows),1,3:20
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Rudy Bears,Jul / 17 / 2015,KO (Punch),1,1:05
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Nah-Shon Burrell,Oct / 10 / 2014,Decision (Unanimous),3,5:00
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Ricky Rainey,May / 17 / 2014,TKO (Punch),1,4:29
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Ramdan Mohamed,Apr / 12 / 2013,Submission (Rear-Naked Choke),1,3:48
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Ryan Sanders,Mar / 21 / 2013,KO (Punch),1,0:10
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Haitham El-Sayed,Nov / 02 / 2012,TKO (Doctor Stoppage),1,2:15
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Miguel Bernard,Apr / 07 / 2012,Submission (Armbar),1,1:43
Michael Page,7-Apr-87,6'3",185 lbs,23,3,13,57%,3,13%,7,30%,1,33%,0,0%,2,67%,win,Ben Dishman,Feb / 04 / 2012,TKO (Tornado Kick),1,1:05
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Thiago Oliveira,Sep / 28 / 2024,Submission (Rear-Naked Choke),1,1:58
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,loss,Rinat Fakhretdinov,Jul / 01 / 2023,Technical Submission (Guillotine Choke),1,0:55
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Diego Sanchez,Mar / 11 / 2022,Decision (Unanimous),3,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,loss,Daniel Rodriguez,Aug / 28 / 2021,Decision (Unanimous),3,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,loss,Charles Oliveira,Mar / 14 / 2020,Submission (Guillotine Choke),3,0:28
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Gregor Gillespie,Nov / 02 / 2019,KO (Head Kick),1,2:47
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,loss,Rafael dos Anjos,May / 18 / 2019,Submission (Arm-Triangle Choke),4,3:47
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,loss,Al Iaquinta,Dec / 15 / 2018,Decision (Unanimous),5,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Edson Barboza,Apr / 21 / 2018,TKO (Doctor Stoppage),5,2:18
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,loss,Tony Ferguson,Oct / 07 / 2017,Submission (Triangle Choke),3,4:02
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Michael Chiesa,Jun / 25 / 2017,Technical Submission (Rear-Naked Choke),1,4:37
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Francisco Trinaldo,Mar / 11 / 2017,Submission (Rear-Naked Choke),2,3:12
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Magomed Mustafaev,Nov / 19 / 2016,Technical Submission (Rear-Naked Choke),2,4:31
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Jake Matthews,Jul / 08 / 2016,TKO (Punches),1,4:06
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Efrain Escudero,Apr / 23 / 2016,Decision (Unanimous),3,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,loss,Leonardo Santos,Dec / 12 / 2015,TKO (Punches),1,3:26
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,James Moontasri,Jul / 15 / 2015,Submission (Rear-Naked Choke),1,2:56
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Michel Prazeres,Feb / 14 / 2015,Decision (Unanimous),3,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Jon Tuck,Sep / 27 / 2014,Decision (Unanimous),3,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Jesse Ronson,Jul / 06 / 2014,Decision (Split),3,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,loss,Al Iaquinta,Feb / 01 / 2014,Decision (Unanimous),3,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Eric Moon,Nov / 16 / 2013,Submission (Guillotine Choke),1,1:24
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Travis Gervais,Sep / 13 / 2013,Submission (Armbar),1,0:46
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Joseph Lile,Jul / 19 / 2013,Submission (Rear-Naked Choke),3,1:29
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Kyle Prepolec,Apr / 13 / 2013,Submission (Guillotine Choke),2,2:17
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,J.P. Reese,Nov / 17 / 2012,Decision (Unanimous),3,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Mansour Barnaoui,Jun / 29 / 2012,Decision (Unanimous),3,5:00
Kevin Lee,4-Sep-92,5'9",170 lbs,20,8,3,15%,9,45%,8,40%,1,13%,4,50%,3,38%,win,Levis Labrie,Mar / 31 / 2012,Decision (Unanimous),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Paulo Costa,Jun / 01 / 2024,Decision (Split),5,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,loss,Dricus Du Plessis,Jan / 20 / 2024,Decision (Split),5,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Israel Adesanya,Sep / 09 / 2023,Decision (Unanimous),5,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Abusupiyan Magomedov,Jul / 01 / 2023,TKO (Punches),2,4:20
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Nassourdine Imavov,Jan / 14 / 2023,Decision (Unanimous),5,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,loss,Jared Cannonier,Dec / 17 / 2022,Decision (Split),5,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,loss,Alex Pereira,Jul / 02 / 2022,KO (Punches),1,2:36
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Jack Hermansson,Feb / 05 / 2022,Decision (Split),5,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Uriah Hall,Jul / 31 / 2021,Decision (Unanimous),5,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Krzysztof Jotko,May / 01 / 2021,Decision (Unanimous),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Brendan Allen,Nov / 14 / 2020,TKO (Punches),2,1:32
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Jack Marshman,Oct / 31 / 2020,Decision (Unanimous),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Nordine Taleb,Oct / 27 / 2018,TKO (Punches),2,3:10
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,loss,Elizeu Zaleski dos Santos,May / 12 / 2018,KO (Spinning Wheel Kick and Punches),1,3:40
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Court McGee,Nov / 11 / 2017,Decision (Unanimous),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,loss,Kamaru Usman,Apr / 08 / 2017,Decision (Unanimous),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Tom Breese,Jun / 04 / 2016,Decision (Split),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Alex Garcia,Feb / 21 / 2016,TKO (Punches),3,4:25
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Igor Araujo,Jul / 15 / 2015,Decision (Unanimous),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,loss,Santiago Ponzinibbio,Feb / 22 / 2015,Decision (Unanimous),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Luke Barnatt,May / 31 / 2014,Decision (Split),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Bubba McDaniel,Mar / 15 / 2014,Submission (Rear-Naked Choke),1,4:33
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Matt Lagler,Aug / 29 / 2013,TKO (Punches),1,4:59
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Yusuke Sakashita,Jul / 05 / 2013,Decision (Unanimous),5,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Bill Albrecht,Feb / 07 / 2013,KO (Punch),1,2:41
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Josh Bryant,Dec / 08 / 2012,Decision (Split),3,5:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Brandon Hunt,Apr / 26 / 2012,TKO (Punches),1,3:24
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Brandon Hunt,Dec / 17 / 2011,TKO (Punches),1,3:48
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Brett Sbardella,Aug / 06 / 2011,KO (Punches),1,1:03
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Donavin Hawkey,Nov / 25 / 2010,Submission (Rear-Naked Choke),1,1:21
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Adriel Montes,Oct / 02 / 2010,TKO (Punches),2,1:05
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,George Interiano,Jan / 03 / 2010,Decision (Unanimous),3,3:00
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,William Wheeler,Oct / 03 / 2009,Submission (Rear-Naked Choke),1,1:55
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Brandon Ellsworth,Mar / 14 / 2009,TKO (Punches),1,1:28
Sean Strickland,27-Feb-91,6'1",185 lbs,29,6,11,38%,4,14%,14,48%,2,33%,0,0%,4,67%,win,Tyler Pottett,Mar / 22 / 2008,Submission (Rear-Naked Choke),2,1:53
Alex Pereira,7-Jul-87,6'4",205 lbs,12,2,10,83%,0,0%,2,17%,1,50%,1,50%,0,0%,win,Khalil Rountree,Oct / 05 / 2024,TKO (Punches),4,4:32
Alex Pereira,7-Jul-87,6'4",205 lbs,12,2,10,83%,0,0%,2,17%,1,50%,1,50%,0,0%,win,Jiri Prochazka,Jun / 29 / 2024,TKO (Head Kick and Punches),2,0:13
Alex Pereira,7-Jul-87,6'4",205 lbs,12,2,10,83%,0,0%,2,17%,1,50%,1,50%,0,0%,win,Jamahal Hill,Apr / 13 / 2024,KO (Punches),1,3:14
